what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582037406481
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582037425319
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582037462362
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1582037463661
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582037510957
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582037544960
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582037681392
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582037682213
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1582037762853
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582037784556
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582037786605
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582037795160
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582037804227
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1582037810480
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1582037810510
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.views.showView",1582037810524
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582037813532
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582037815356
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1582037834348
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582037835535
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582037861197
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582037863238
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582037880288
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1582037881632
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1582037886607
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582037886678
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582037894089
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582037894219
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582037896230
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1582037899852
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1582037901363
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1582037905246
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1582037906728
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1582037911243
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1582037918813
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582037918833
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582037921734
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1582037923800
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582037931518
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582037933360
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1582037937234
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1582037949349
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1582037956769
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1582037962360
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1582037967312
no handler,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1582037981240
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1582037988122
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582037988133
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582037991007
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1582037994536
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1582037997517
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1582037997626
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1582037997763
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1582037997882
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582037998619
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038079250
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1582038080903
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038082237
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038096599
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1582038096607
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038101523
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038125710
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1582038143984
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038144000
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038145277
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038162076
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038168982
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1582038168991
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038182218
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038185685
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1582038185694
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038187860
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038259082
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1582038261960
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1582038263882
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1582038264007
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1582038264164
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1582038266692
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1582038266837
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1582038267172
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1582038267343
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038268660
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038270763
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1582038270788
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1582038271383
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1582038272714
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038274171
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1582038275883
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038275989
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1582038275993
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1582038275994
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038280082
no handler,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1582038288545
started,bundle,org.eclipse.wst.server.core,1.1.204.v20100908,"org.eclipse.wst.server.core",1582038323077
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038359801
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1582038370054
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038370079
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038371517
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.debug",1582038389846
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038389865
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038391094
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038393976
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038395596
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1582038402168
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038402181
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038403151
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1582038407869
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1582038407928
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1582038409129
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1582038411889
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038411909
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038413119
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1582038442453
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1582038444877
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038445578
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038487727
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1582038489730
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038496302
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038504273
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1582038504279
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1582038504279
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038508088
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038522338
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038525730
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038531933
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038534634
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038548760
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038556983
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038570127
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038578748
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038595264
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1582038595359
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1582038595431
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038606930
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038610311
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1582038612463
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1582038614911
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038616889
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038621629
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1582038621910
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1582038625219
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1582038627331
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1582038630235
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038635657
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1582038636758
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038636804
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1582038636810
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1582038636810
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038644573
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1582038664579
started,bundle,org.eclipse.core.externaltools,1.0.1.v20100831_r361,"org.eclipse.core.externaltools",1582038664827
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038668945
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1582038668958
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038671847
started,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1582038704839
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038705103
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.rename",1582038705110
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038710044
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038716219
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1582038716222
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1582038719232
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038722542
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038724185
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1582038727930
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038733903
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038751270
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038751673
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038753516
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1582038753641
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1582038754204
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1582038754282
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1582038754344
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1582120964453
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1582120964455
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1582120964455
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1582120964552
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1582120964564
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1582120964564
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1582120964655
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1582120964656
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1582120964656
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1582120964717
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1582120964718
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1582120964726
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1582120964739
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1582120964739
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1582120964750
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1582120964751
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1582120964767
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1582120964815
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1582120964815
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1582120964815
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1582120964815
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1582120964816
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1582120964816
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1582120964817
started,bundle,org.eclipse.equinox.p2.core,2.0.2.R36x_v20100804,"org.eclipse.equinox.p2.core",1582120964817
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1582120964818
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1582120964819
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1582120964819
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1582120964820
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1582120964821
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1582120964831
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1582120964831
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1582120964832
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1582120964833
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1582120964833
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1582120964845
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1582120965097
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1582120965097
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1582120965164
started,bundle,org.eclipse.jdt.core,3.6.1.v_A68_R36x,"org.eclipse.jdt.core",1582120965202
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1582120965203
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1582120965259
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1582120965275
started,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1582120965275
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1582120965286
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1582120965287
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1582120965292
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1582120965308
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1582120965308
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1582120965319
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1582120965319
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1582120965326
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1582120965326
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1582120965335
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1582120965335
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1582120965350
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1582120965351
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1582120965411
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1582120965437
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1582120965438
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1582120965457
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1582120965493
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1582120965501
